accession,best_query,best_bits,max_fident,nearest_query,seqid_nearest,cov_nearest,low_coverage,triad_found,pocket_ok,composite,above_threshold,mean_plddt,catalytic_ser,his,acid
MGYP000213666992,8B4U,392.0,11.4,4EB0,21.96,0.694,False,True,True,-2.0946,False,,184,371,336
MGYP001376062812,8B4U,846.0,21.3,8B4U,25.08,0.944,False,True,True,-2.0974,False,,114,275,247
MGYP003292222297,8B4U,665.0,16.7,4CG1,26.76,0.534,False,True,True,-2.0983,False,,127,269,241
MGYP001003824503,8B4U,834.0,20.1,8B4U,28.04,0.662,False,True,True,-2.0991,False,,108,228,199
MGYP001578793526,8B4U,838.0,24.7,8B4U,27.48,0.944,False,True,True,-2.0991,False,,108,228,199
MGYP001244705365,8B4U,429.0,10.8,4CG1,21.64,0.565,False,True,True,-2.0993,False,,96,260,122
MGYP001580919846,8B4U,822.0,21.5,8B4U,26.09,0.885,False,True,True,-2.0999,False,,117,274,245
MGYP003870535851,8B4U,682.0,17.6,8B4U,22.48,0.926,False,True,True,-2.1018,False,,155,255,226
MGYP000907529743,8B4U,461.0,11.5,6EQE,42.42,0.109,True,True,True,-2.1024,False,,128,277,248
MGYP003384629539,8B4U,910.0,24.8,8B4U,28.95,0.81,False,True,True,-2.1025,False,,114,237,205
MGYP001164785992,8B4U,709.0,14.4,6EQE,23.57,0.525,False,True,True,-2.1047,False,,179,347,313
MGYP001452021179,8B4U,722.0,17.9,8B4U,22.03,0.885,False,True,True,-2.1076,False,,122,255,227
MGYP002621615575,8B4U,784.0,17.6,6EQE,27.33,0.555,False,True,True,-2.1093,False,,163,336,303
MGYP001032618453,8B4U,702.0,17.9,4CG1,66.67,0.034,True,True,True,-2.1104,False,,114,264,236
MGYP003663416783,8B4U,699.0,16.2,4CG1,22.58,0.534,False,True,True,-2.1109,False,,147,282,254
MGYP000512775975,8B4U,676.0,17.5,8B4U,21.83,0.866,False,True,True,-2.1114,False,,131,260,228
MGYP001560260633,8B4U,870.0,19.7,8B4U,21.84,0.952,False,True,True,-2.1117,False,,109,216,185
MGYP001361830212,8B4U,877.0,22.5,8B4U,25.86,0.97,False,True,True,-2.1156,False,,110,211,182
MGYP001087776308,8B4U,826.0,23.9,8B4U,26.64,0.97,False,True,True,-2.1185,False,,125,241,213
MGYP000146648966,8B4U,397.0,11.1,8B4U,20.31,0.933,False,True,True,-2.1223,False,,144,344,305
MGYP001823548162,8B4U,827.0,22.8,8B4U,25.97,0.937,False,True,True,-2.1248,False,,110,230,201
MGYP001091071597,8B4U,882.0,24.6,8B4U,30.33,0.888,False,True,True,-2.1249,False,,109,229,200
MGYP001828022704,8B4U,897.0,23.3,8B4U,30.54,0.743,False,True,True,-2.125,False,,109,229,200
MGYP001382837140,8B4U,688.0,17.1,8B4U,23.28,0.743,False,True,True,-2.1274,False,,240,400,367
MGYP000848345209,8B4U,818.0,22.7,8B4U,26.47,0.918,False,True,True,-2.1277,False,,107,241,212
MGYP002628574029,8B4U,414.0,11.8,6EQE,46.67,0.057,True,True,True,-2.1293,False,,115,357,326
MGYP003291120869,8B4U,682.0,17.3,8B4U,22.22,0.788,False,True,True,-2.1293,False,,185,296,267
MGYP001809835774,8B4U,827.0,21.7,8B4U,28.14,0.926,False,True,True,-2.1312,False,,120,281,253
MGYP004003484723,8B4U,912.0,23.9,4CG1,27.89,0.504,False,True,True,-2.1328,False,,109,229,200
MGYP002652225702,8B4U,686.0,17.5,4WFI,28.37,0.74,False,True,True,-2.134,False,,163,319,289
MGYP001987095790,8B4U,680.0,17.5,8B4U,25.81,0.669,False,True,True,-2.1356,False,,166,284,255
MGYP001405858228,8B4U,852.0,21.3,8B4U,25.81,0.766,False,True,True,-2.1362,False,,126,242,210
MGYP002626122834,8B4U,425.0,9.5,8B4U,45.0,0.074,True,True,True,-2.1369,False,,163,361,330
MGYP003970811047,8B4U,823.0,21.7,6EQE,23.03,0.528,False,True,True,-2.1371,False,,276,442,410
MGYP001271512556,8B4U,401.0,10.3,4CG1,21.21,0.534,False,True,True,-2.1396,False,,234,383,352
MGYP000585392878,8B4U,860.0,24.0,8B4U,26.69,0.933,False,True,True,-2.1407,False,,129,251,224
MGYP001457226036,8B4U,787.0,17.8,8B4U,20.68,0.836,False,True,True,-2.141,False,,106,213,184
MGYP001224205069,8B4U,827.0,22.5,8B4U,28.52,0.87,False,True,True,-2.1424,False,,347,491,458
MGYP002652357152,8B4U,472.0,11.7,4EB0,21.19,0.539,False,True,True,-2.145,False,,142,303,274
MGYP001410007007,8B4U,406.0,11.6,6EQE,30.36,0.196,True,True,True,-2.1454,False,,120,203,171
MGYP001050447361,8B4U,406.0,11.4,4WFI,32.0,0.283,True,True,True,-2.1455,False,,85,331,301
MGYP001794258857,4CG1,666.0,16.6,4EB0,28.76,0.508,False,True,True,-2.1467,False,,359,496,452
MGYP003683397347,8B4U,399.0,11.7,8B4U,42.86,0.078,True,True,True,-2.1484,False,,153,323,292
MGYP003800247569,8B4U,702.0,16.6,6EQE,23.42,0.513,False,True,True,-2.1496,False,,600,707,675
MGYP000280435899,8B4U,401.0,11.1,4EB0,37.93,0.105,True,True,True,-2.1499,False,,88,187,160
MGYP000880863814,8B4U,394.0,10.6,8B4U,42.11,0.071,True,True,True,-2.1503,False,,145,371,337
MGYP001362404341,8B4U,687.0,14.0,4WFI,22.79,0.818,False,True,True,-2.1504,False,,118,248,216
MGYP001597741509,8B4U,678.0,16.9,4EB0,21.3,0.756,False,True,True,-2.1513,False,,145,297,261
MGYP001158146208,8B4U,870.0,23.9,8B4U,25.84,0.978,False,True,True,-2.1519,False,,104,219,191
MGYP002733363375,8B4U,394.0,11.0,8B4U,40.0,0.074,True,True,True,-2.1525,False,,95,223,193
MGYP003557728770,8B4U,843.0,21.1,6EQE,25.0,0.585,False,True,True,-2.1543,False,,162,291,262
MGYP001502613993,8B4U,862.0,24.2,8B4U,28.22,0.859,False,True,True,-2.1571,False,,110,230,201
MGYP001128119012,8B4U,677.0,16.9,8B4U,25.23,0.751,False,True,True,-2.1579,False,,610,721,689
MGYP001138870680,8B4U,750.0,17.7,8B4U,21.13,0.799,False,True,True,-2.1582,False,,144,322,291
MGYP001422089423,8B4U,714.0,15.0,6EQE,25.44,0.589,False,True,True,-2.1595,False,,144,279,251
MGYP000293222968,8B4U,881.0,24.0,8B4U,26.79,0.963,False,True,True,-2.161,False,,111,231,202
MGYP000623536151,8B4U,836.0,20.7,8B4U,25.93,0.963,False,True,True,-2.1621,False,,110,261,232
MGYP002545153149,8B4U,898.0,23.1,8B4U,28.32,0.799,False,True,True,-2.1692,False,,141,263,233
MGYP001309549791,8B4U,833.0,20.5,8B4U,24.7,0.944,False,True,True,-2.1704,False,,267,444,410
MGYP001362808794,8B4U,440.0,11.5,4EB0,54.55,0.039,True,True,True,-2.1705,False,,117,200,168
MGYP001059118968,8B4U,841.0,19.8,8B4U,24.48,0.84,False,True,True,-2.1713,False,,107,232,203
MGYP002511773370,8B4U,843.0,23.1,8B4U,27.03,0.929,False,True,True,-2.1732,False,,182,296,268
MGYP000420968018,8B4U,864.0,22.2,8B4U,25.48,0.944,False,True,True,-2.1756,False,,114,229,201
MGYP002798651730,8B4U,703.0,17.1,8B4U,21.27,0.81,False,True,True,-2.1756,False,,104,224,197
MGYP003105753696,8B4U,688.0,15.7,4CG1,37.93,0.111,True,True,True,-2.1786,False,,122,275,246
MGYP000742308802,8B4U,864.0,23.4,8B4U,26.64,0.766,False,True,True,-2.1806,False,,116,243,215
MGYP000544627077,8B4U,842.0,22.2,8B4U,21.28,0.933,False,True,True,-2.1808,False,,132,257,227
MGYP001637601603,8B4U,402.0,11.8,4EB0,24.56,0.581,False,True,True,-2.1808,False,,239,382,354
MGYP001300130759,8B4U,667.0,16.9,8B4U,22.46,0.662,False,True,True,-2.1826,False,,154,269,241
MGYP001439335087,8B4U,863.0,23.4,8B4U,26.3,0.911,False,True,True,-2.1837,False,,130,252,224
MGYP000726753589,8B4U,381.0,11.7,4EB0,62.5,0.031,True,True,True,-2.1858,False,,88,219,112
MGYP001472093625,8B4U,797.0,17.2,4EB0,27.94,0.527,False,True,True,-2.187,False,,288,421,388
MGYP001583687401,8B4U,902.0,24.1,8B4U,28.62,0.955,False,True,True,-2.1889,False,,107,232,203
MGYP002510576077,8B4U,842.0,24.8,8B4U,27.0,0.922,False,True,True,-2.1893,False,,176,291,263
MGYP003115117961,8B4U,399.0,11.6,6EQE,46.67,0.057,True,True,True,-2.1901,False,,157,355,322
MGYP003569213242,8B4U,833.0,24.8,8B4U,27.44,0.792,False,True,True,-2.1903,False,,109,229,200
MGYP001511204378,8B4U,679.0,16.0,8B4U,23.81,0.888,False,True,True,-2.1926,False,,611,717,685
MGYP003601957500,8B4U,761.0,16.8,8B4U,23.08,0.796,False,True,True,-2.1984,False,,122,245,217
MGYP003365015865,8B4U,421.0,11.6,4WFI,31.43,0.252,True,True,True,-2.1985,False,,95,246,218
MGYP002619612888,8B4U,835.0,19.1,8B4U,26.2,0.669,False,True,True,-2.1988,False,,123,274,245
MGYP001068752112,8B4U,831.0,17.9,8B4U,30.52,0.543,False,True,True,-2.2016,False,,144,326,292
MGYP001142997727,8B4U,677.0,16.8,8B4U,21.74,0.929,False,True,True,-2.2019,False,,147,307,274
MGYP001609558152,8B4U,832.0,19.8,8B4U,24.18,0.84,False,True,True,-2.2019,False,,109,235,206
MGYP000286396972,8B4U,900.0,21.8,8B4U,24.71,0.874,False,True,True,-2.2027,False,,112,226,197
MGYP001018304615,8B4U,690.0,16.8,8B4U,21.48,0.9,False,True,True,-2.2049,False,,106,245,215
MGYP001042155311,8B4U,700.0,16.9,4WFI,26.89,0.399,True,True,True,-2.2051,False,,595,701,669
MGYP001812659881,8B4U,831.0,21.2,8B4U,26.18,0.836,False,True,True,-2.2057,False,,109,229,200
MGYP002713025845,8B4U,827.0,23.4,8B4U,26.32,0.907,False,True,True,-2.2063,False,,112,232,203
MGYP001128130004,8B4U,859.0,24.1,8B4U,29.83,0.848,False,True,True,-2.208,False,,102,221,192
MGYP003306622712,8B4U,681.0,17.4,8B4U,23.53,0.87,False,True,True,-2.208,False,,108,230,203
MGYP002518034422,8B4U,842.0,24.4,8B4U,27.06,0.937,False,True,True,-2.2105,False,,110,230,202
MGYP000626515722,8B4U,385.0,11.3,8B4U,32.69,0.186,True,True,True,-2.2109,False,,136,302,160
MGYP001191476706,8B4U,431.0,11.8,4WFI,25.13,0.694,False,True,True,-2.212,False,,141,288,261
MGYP003334265865,8B4U,895.0,24.1,8B4U,28.85,0.926,False,True,True,-2.2151,False,,138,254,225
MGYP000751103537,8B4U,838.0,22.9,8B4U,22.13,0.941,False,True,True,-2.2152,False,,101,213,184
MGYP003350154154,8B4U,831.0,21.0,8B4U,26.61,0.766,False,True,True,-2.2155,False,,114,271,242
MGYP000233057887,8B4U,813.0,20.1,8B4U,23.64,0.937,False,True,True,-2.2161,False,,110,236,211
MGYP003571460186,8B4U,828.0,20.8,8B4U,27.53,0.885,False,True,True,-2.2172,False,,113,227,198
MGYP001104621349,8B4U,841.0,24.6,8B4U,26.45,0.989,False,True,True,-2.2192,False,,126,240,212
MGYP002395763230,8B4U,861.0,23.7,8B4U,26.94,0.963,False,True,True,-2.2226,False,,125,245,216
MGYP003097164786,8B4U,878.0,23.0,8B4U,24.52,0.948,False,True,True,-2.224,False,,166,280,252
MGYP000214491402,8B4U,836.0,23.6,4WFI,29.24,0.612,False,True,True,-2.229,False,,111,186,159
MGYP001142993942,8B4U,851.0,22.3,8B4U,26.72,0.955,False,True,True,-2.2305,False,,107,227,198
MGYP000329833237,8B4U,948.0,24.0,8B4U,26.78,0.952,False,True,True,-2.2311,False,,112,268,239
MGYP000463000696,8B4U,392.0,11.6,4EB0,47.83,0.089,True,True,True,-2.2324,False,,117,233,204
MGYP000267493464,8B4U,678.0,17.5,4EB0,45.16,0.12,True,True,True,-2.2325,False,,145,358,325
MGYP000941713709,8B4U,416.0,11.3,4CG1,28.77,0.271,True,True,True,-2.2327,False,,166,292,261
MGYP003975439413,8B4U,683.0,17.6,8B4U,21.77,0.922,False,True,True,-2.2335,False,,140,271,239
MGYP001623132512,8B4U,866.0,24.1,8B4U,26.84,0.97,False,True,True,-2.2347,False,,165,279,251
MGYP000995902468,8B4U,830.0,19.2,8B4U,23.95,0.896,False,True,True,-2.235,False,,110,236,206
MGYP002629179562,8B4U,840.0,23.6,8B4U,26.45,0.866,False,True,True,-2.2353,False,,108,231,202
MGYP001235138214,8B4U,679.0,17.3,8B4U,28.08,0.506,False,True,True,-2.2356,False,,135,272,244
MGYP000141183568,8B4U,802.0,16.7,8B4U,22.34,0.784,False,True,True,-2.2359,False,,144,317,283
MGYP003291710656,8B4U,388.0,11.9,6EQE,43.48,0.079,True,True,True,-2.2359,False,,199,336,299
MGYP001788069045,8B4U,406.0,11.7,4WFI,34.38,0.12,True,True,True,-2.2362,False,,154,353,320
MGYP001168848749,8B4U,670.0,17.2,4EB0,28.74,0.547,False,True,True,-2.2367,False,,241,387,356
MGYP003310592720,8B4U,881.0,24.0,8B4U,26.92,0.922,False,True,True,-2.237,False,,115,238,210
MGYP000223524290,8B4U,817.0,23.9,8B4U,33.66,0.732,False,True,True,-2.2373,False,,114,274,246
MGYP001083036547,8B4U,848.0,24.2,8B4U,26.81,0.866,False,True,True,-2.2382,False,,105,216,188
MGYP002715815179,8B4U,421.0,11.9,6EQE,31.82,0.219,True,True,True,-2.2392,False,,87,236,209
MGYP001201206531,8B4U,384.0,11.4,4EB0,27.5,0.155,True,True,True,-2.2417,False,,113,272,137
MGYP002376743550,8B4U,823.0,23.9,8B4U,30.08,0.836,False,True,True,-2.2427,False,,256,386,352
MGYP001036754181,8B4U,905.0,22.3,6EQE,25.0,0.525,False,True,True,-2.2454,False,,115,248,213
MGYP000991564169,8B4U,822.0,22.2,8B4U,26.64,0.784,False,True,True,-2.2457,False,,123,232,200
MGYP000984352489,8B4U,691.0,17.4,8B4U,24.05,0.922,False,True,True,-2.2462,False,,110,233,201
MGYP000473991269,8B4U,872.0,24.2,8B4U,27.13,0.918,False,True,True,-2.2472,False,,109,226,197
MGYP001812957398,8B4U,894.0,24.3,8B4U,28.52,0.937,False,True,True,-2.2474,False,,142,266,236
MGYP000052319991,8B4U,895.0,23.0,8B4U,27.34,0.926,False,True,True,-2.2479,False,,112,231,202
MGYP001216168275,8B4U,841.0,22.8,8B4U,27.34,0.866,False,True,True,-2.2511,False,,128,251,223
MGYP001638478786,8B4U,690.0,17.1,8B4U,22.77,0.732,False,True,True,-2.2511,False,,106,245,215
MGYP000631002243,8B4U,880.0,21.6,8B4U,29.06,0.743,False,True,True,-2.2522,False,,109,229,200
MGYP001592351281,8B4U,853.0,20.0,4WFI,27.63,0.531,False,True,True,-2.254,False,,111,231,202
MGYP001562294981,8B4U,395.0,11.6,4EB0,36.84,0.07,True,True,True,-2.2575,False,,93,239,213
MGYP002636265997,8B4U,401.0,11.8,6EQE,30.0,0.113,True,True,True,-2.2579,False,,80,235,104
MGYP003949473685,8B4U,418.0,11.7,6EQE,23.38,0.543,False,True,True,-2.2615,False,,92,237,214
MGYP000156153820,8B4U,406.0,10.8,4WFI,47.37,0.074,True,True,True,-2.2621,False,,159,335,305
MGYP003340897824,8B4U,908.0,22.7,8B4U,28.34,0.781,False,True,True,-2.2642,False,,112,268,239
MGYP000540907556,8B4U,875.0,24.0,8B4U,27.94,0.892,False,True,True,-2.2651,False,,110,230,201
MGYP001164781192,8B4U,472.0,11.6,6EQE,25.9,0.509,False,True,True,-2.2659,False,,108,270,243
MGYP001244189552,8B4U,881.0,22.7,8B4U,28.74,0.937,False,True,True,-2.268,False,,114,234,205
MGYP002524216322,8B4U,702.0,16.1,8B4U,21.6,0.888,False,True,True,-2.2691,False,,616,722,690
MGYP002719475578,8B4U,425.0,11.5,8B4U,57.14,0.026,True,True,True,-2.2699,False,,100,250,222
MGYP000656062190,8B4U,704.0,17.2,8B4U,22.68,0.974,False,True,True,-2.2733,False,,155,266,234
MGYP001813684660,8B4U,822.0,19.2,8B4U,27.94,0.762,False,True,True,-2.2759,False,,118,263,234
MGYP001278375549,8B4U,863.0,20.4,8B4U,27.27,0.766,False,True,True,-2.2763,False,,109,229,200
MGYP000724888562,8B4U,665.0,17.7,8B4U,21.55,0.822,False,True,True,-2.2768,False,,265,381,349
MGYP000103123409,8B4U,866.0,24.3,8B4U,28.35,0.922,False,True,True,-2.2801,False,,110,231,202
MGYP001426124612,8B4U,387.0,11.4,4EB0,40.0,0.116,True,True,True,-2.2828,False,,128,300,270
MGYP001316192161,8B4U,677.0,17.0,8B4U,22.73,0.68,False,True,True,-2.2834,False,,109,235,208
MGYP003112867121,8B4U,730.0,17.7,8B4U,23.4,0.967,False,True,True,-2.2844,False,,313,475,443
MGYP001782352006,8B4U,713.0,17.8,4EB0,22.57,0.624,False,True,True,-2.2856,False,,117,240,209
MGYP000843898794,8B4U,887.0,23.9,8B4U,26.34,0.959,False,True,True,-2.286,False,,109,222,194
MGYP003302659105,8B4U,704.0,17.1,8B4U,21.91,0.885,False,True,True,-2.2882,False,,607,713,681
MGYP003963597509,8B4U,818.0,22.3,8B4U,26.75,0.84,False,True,True,-2.2886,False,,108,233,204
MGYP001345823173,8B4U,400.0,10.7,4EB0,30.23,0.167,True,True,True,-2.2912,False,,136,300,271
MGYP000716236491,8B4U,880.0,22.3,8B4U,25.42,0.862,False,True,True,-2.294,False,,109,229,200
MGYP001814825119,8B4U,697.0,17.5,8B4U,23.08,0.71,False,True,True,-2.2958,False,,122,229,197
MGYP000073679953,8B4U,904.0,24.3,8B4U,27.97,0.944,False,True,True,-2.3018,False,,112,232,203
MGYP001772092168,8B4U,833.0,23.7,8B4U,27.07,0.926,False,True,True,-2.3018,False,,140,261,231
MGYP002718655138,8B4U,422.0,11.8,4WFI,52.38,0.081,True,True,True,-2.303,False,,119,304,275
MGYP001273092840,8B4U,1012.0,24.9,8B4U,27.72,0.937,False,True,True,-2.3041,False,,118,240,209
MGYP001347443049,8B4U,836.0,20.6,8B4U,26.43,0.985,False,True,True,-2.3069,False,,121,271,242
MGYP000993332000,8B4U,823.0,19.7,8B4U,21.79,0.974,False,True,True,-2.3099,False,,115,243,215
MGYP000144213875,8B4U,669.0,14.4,8B4U,22.62,0.595,False,True,True,-2.3139,False,,443,550,518
MGYP000671049603,8B4U,851.0,22.2,8B4U,26.64,0.903,False,True,True,-2.314,False,,111,242,207
MGYP002780926431,8B4U,842.0,23.0,8B4U,26.32,0.859,False,True,True,-2.3203,False,,128,251,223
MGYP002622980641,8B4U,499.0,11.9,4WFI,52.94,0.062,True,True,True,-2.3205,False,,114,253,224
MGYP001245994193,8B4U,438.0,11.4,8B4U,71.43,0.026,True,True,True,-2.3248,False,,96,251,120
MGYP000162020090,8B4U,707.0,16.7,8B4U,25.0,0.773,False,True,True,-2.3275,False,,146,279,246
MGYP001814885725,8B4U,897.0,23.6,8B4U,27.24,0.9,False,True,True,-2.3289,False,,109,229,200
MGYP001309742421,8B4U,666.0,16.9,8B4U,26.14,0.781,False,True,True,-2.3294,False,,121,259,231
MGYP002621312849,8B4U,822.0,23.0,8B4U,27.69,0.944,False,True,True,-2.3326,False,,112,228,200
MGYP000538407433,8B4U,893.0,23.7,8B4U,26.4,0.881,False,True,True,-2.3327,False,,142,264,236
MGYP000339063746,8B4U,1008.0,23.6,8B4U,25.75,0.967,False,True,True,-2.3353,False,,115,235,205
MGYP003772378235,8B4U,392.0,11.3,4WFI,41.94,0.112,True,True,True,-2.3377,False,,275,416,385
MGYP001440687591,8B4U,689.0,16.3,8B4U,22.76,0.825,False,True,True,-2.34,False,,613,720,688
MGYP000091295740,8B4U,961.0,23.7,8B4U,26.97,0.948,False,True,True,-2.3409,False,,117,243,212
MGYP002514639181,8B4U,822.0,23.0,8B4U,34.05,0.61,False,True,True,-2.3413,False,,133,253,225
MGYP001822310923,8B4U,733.0,15.9,4EB0,21.43,0.547,False,True,True,-2.3414,False,,115,274,242
MGYP000509617881,8B4U,818.0,23.4,8B4U,25.97,0.903,False,True,True,-2.3415,False,,121,242,212
MGYP001777344089,8B4U,837.0,23.1,8B4U,28.92,0.721,False,True,True,-2.3421,False,,131,250,222
MGYP000324211367,8B4U,420.0,11.3,6EQE,42.11,0.072,True,True,True,-2.343,False,,143,336,307
MGYP000526467228,8B4U,900.0,22.6,8B4U,28.03,0.955,False,True,True,-2.3477,False,,113,264,235
MGYP003331775517,8B4U,827.0,23.9,8B4U,27.78,0.933,False,True,True,-2.3491,False,,109,239,208
MGYP003294177402,8B4U,693.0,16.9,8B4U,24.69,0.818,False,True,True,-2.352,False,,109,231,204
MGYP003343994998,8B4U,834.0,21.4,8B4U,26.1,0.907,False,True,True,-2.3538,False,,109,232,200
MGYP003951241589,8B4U,689.0,17.8,8B4U,23.79,0.792,False,True,True,-2.3553,False,,103,228,198
MGYP000023113836,8B4U,389.0,11.5,6EQE,40.0,0.057,True,True,True,-2.3559,False,,88,242,112
MGYP003681973125,8B4U,685.0,16.0,8B4U,26.15,0.777,False,True,True,-2.3562,False,,596,703,671
MGYP001284274533,8B4U,717.0,17.6,8B4U,24.38,0.855,False,True,True,-2.3571,False,,585,692,660
MGYP000984484647,8B4U,828.0,22.9,8B4U,25.58,0.959,False,True,True,-2.3579,False,,113,273,245
MGYP001765866421,8B4U,856.0,22.5,8B4U,24.26,0.851,False,True,True,-2.3582,False,,109,229,200
MGYP001309579835,8B4U,756.0,16.6,8B4U,21.74,0.874,False,True,True,-2.3603,False,,110,238,209
MGYP000933584749,8B4U,391.0,10.7,4EB0,29.03,0.12,True,True,True,-2.3605,False,,123,253,147
MGYP001791541685,8B4U,675.0,16.0,8B4U,19.47,0.703,False,True,True,-2.3616,False,,240,400,367
MGYP001199257735,8B4U,530.0,10.8,4CG1,37.14,0.126,True,True,True,-2.3628,False,,114,279,242
MGYP003624219787,8B4U,717.0,17.4,8B4U,21.85,0.833,False,True,True,-2.3662,False,,127,251,223
MGYP001176854421,8B4U,838.0,20.3,4CG1,25.36,0.5,False,True,True,-2.3675,False,,110,239,201
MGYP003972934275,8B4U,824.0,22.1,8B4U,26.05,0.967,False,True,True,-2.3697,False,,107,216,188
MGYP001016394392,8B4U,830.0,21.1,8B4U,27.83,0.833,False,True,True,-2.3706,False,,122,245,216
MGYP001082799565,8B4U,665.0,17.9,4WFI,25.95,0.5,False,True,True,-2.3747,False,,504,617,585
MGYP001171847159,8B4U,825.0,22.5,8B4U,24.7,0.933,False,True,True,-2.3766,False,,106,221,193
MGYP000018983032,8B4U,690.0,17.4,8B4U,21.43,0.814,False,True,True,-2.3803,False,,108,230,203
MGYP000164278076,8B4U,968.0,23.1,8B4U,28.47,0.952,False,True,True,-2.3813,False,,112,268,239
MGYP003625087716,8B4U,685.0,17.5,8B4U,22.91,0.955,False,True,True,-2.3841,False,,511,626,594
MGYP000965573318,8B4U,829.0,20.1,4WFI,28.87,0.504,False,True,True,-2.3857,False,,112,271,243
MGYP000216825901,8B4U,673.0,15.8,4EB0,25.32,0.554,False,True,True,-2.3868,False,,256,431,398
MGYP003976615525,8B4U,677.0,17.7,8B4U,23.31,0.914,False,True,True,-2.3872,False,,123,235,203
MGYP001472946109,8B4U,438.0,11.8,8B4U,21.69,0.546,False,True,True,-2.3878,False,,121,326,292
MGYP001198084615,8B4U,875.0,19.7,8B4U,26.14,0.885,False,True,True,-2.3883,False,,109,216,185
MGYP003567830521,8B4U,859.0,24.9,8B4U,29.28,0.914,False,True,True,-2.3893,False,,141,267,239
MGYP000487924543,8B4U,415.0,11.9,4CG1,43.48,0.084,True,True,True,-2.3943,False,,130,262,228
MGYP002853520438,8B4U,821.0,23.5,8B4U,26.62,0.926,False,True,True,-2.3957,False,,111,225,197
MGYP001445722646,4EB0,895.0,24.1,6EQE,27.39,0.819,False,True,True,-2.3964,False,,173,268,236
MGYP003553509845,8B4U,413.0,11.8,4WFI,34.78,0.171,True,True,True,-2.397,False,,106,269,241
MGYP001579041544,8B4U,934.0,24.0,8B4U,27.89,0.941,False,True,True,-2.4008,False,,113,272,243
MGYP001818077147,8B4U,830.0,22.2,4EB0,26.32,0.581,False,True,True,-2.4038,False,,110,230,201
MGYP001431593598,8B4U,669.0,16.9,8B4U,25.68,0.859,False,True,True,-2.4071,False,,114,249,221
MGYP001821481373,8B4U,884.0,21.9,8B4U,29.52,0.766,False,True,True,-2.4095,False,,109,229,200
MGYP003478398220,8B4U,836.0,20.4,4EB0,24.46,0.632,False,True,True,-2.4133,False,,108,238,207
MGYP001772511343,8B4U,924.0,21.8,8B4U,25.74,0.948,False,True,True,-2.4173,False,,108,221,192
MGYP001561409014,8B4U,936.0,22.8,8B4U,26.29,0.918,False,True,True,-2.4178,False,,114,230,201
MGYP002630819326,8B4U,411.0,11.5,4WFI,43.75,0.062,True,True,True,-2.4192,False,,194,333,305
MGYP001184561709,8B4U,894.0,23.3,8B4U,28.45,0.874,False,True,True,-2.4252,False,,109,229,200
MGYP000008785913,8B4U,699.0,15.3,8B4U,25.17,0.535,False,True,True,-2.4257,False,,143,302,268
MGYP001813904591,8B4U,822.0,21.0,8B4U,25.94,0.87,False,True,True,-2.4276,False,,109,229,200
MGYP000152500462,8B4U,676.0,17.7,6EQE,25.16,0.536,False,True,True,-2.4291,False,,610,718,685
MGYP001236409765,8B4U,684.0,17.0,4CG1,23.03,0.5,False,True,True,-2.4306,False,,307,419,387
MGYP001069958377,8B4U,819.0,21.8,8B4U,25.3,0.914,False,True,True,-2.4336,False,,107,233,204
MGYP002778328226,8B4U,835.0,23.7,8B4U,29.52,0.881,False,True,True,-2.4336,False,,126,250,221
MGYP003945524533,8B4U,878.0,23.9,8B4U,29.8,0.866,False,True,True,-2.4355,False,,108,229,200
MGYP003466506149,8B4U,958.0,24.0,8B4U,29.58,0.855,False,True,True,-2.4362,False,,112,236,206
MGYP001828833013,8B4U,703.0,17.9,8B4U,24.27,0.84,False,True,True,-2.4447,False,,122,246,216
MGYP003977826449,8B4U,895.0,21.5,8B4U,24.46,0.851,False,True,True,-2.4449,False,,130,246,217
MGYP001333901737,8B4U,825.0,20.2,8B4U,26.89,0.766,False,True,True,-2.4451,False,,109,229,200
MGYP000403218820,8B4U,705.0,16.0,8B4U,21.74,0.877,False,True,True,-2.447,False,,110,258,230
MGYP001347620033,8B4U,418.0,11.8,6EQE,22.0,0.509,False,True,True,-2.4479,False,,128,314,282
MGYP002820674221,8B4U,749.0,17.7,6EQE,28.23,0.442,True,True,True,-2.4486,False,,112,272,244
MGYP001619823439,8B4U,824.0,23.0,8B4U,29.1,0.87,False,True,True,-2.4491,False,,107,234,205
MGYP003826150519,8B4U,948.0,23.7,8B4U,27.71,0.844,False,True,True,-2.4532,False,,113,233,201
MGYP000935965711,8B4U,818.0,23.6,8B4U,24.54,0.955,False,True,True,-2.4541,False,,197,323,286
MGYP001273952717,8B4U,664.0,17.5,8B4U,22.93,0.736,False,True,True,-2.4543,False,,135,254,222
MGYP003111875199,8B4U,891.0,19.2,4WFI,23.5,0.721,False,True,True,-2.4588,False,,109,229,200
MGYP001551757407,8B4U,873.0,23.4,8B4U,27.69,0.855,False,True,True,-2.463,False,,166,302,269
MGYP003394458467,8B4U,436.0,11.5,4WFI,44.44,0.07,True,True,True,-2.4676,False,,192,393,356
MGYP000395502166,8B4U,828.0,23.9,8B4U,26.86,0.877,False,True,True,-2.4692,False,,116,232,205
MGYP000319906009,8B4U,413.0,11.8,4CG1,25.32,0.5,False,True,True,-2.4707,False,,219,418,385
MGYP002521476949,8B4U,897.0,24.2,8B4U,28.62,0.963,False,True,True,-2.4728,False,,113,239,209
